id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
328346,tt4300028,0.030371,0,0,I Hate Christian Laettner,Rob Lowe|Ken Jeong|Verne Troyer|Mike Krzyzewski,,Rory Karpf,,individual|sport|baskeball,"He made perhaps the most dramatic shot in the history of the NCAA basketball tournament. He's the only player to start in four consecutive Final Fours, and was instrumental in Duke winning two national championships. He had looks, smarts and game. So why has Christian Laettner been disliked so intensely by so many for so long? Maybe it was the time he stomped on the chest of a downed player, or the battles he had with his teammates, or a perceived sense of entitlement. But sometimes, perception isn't reality. ""I Hate Christian Laettner"" will go beyond the polarizing persona to reveal the complete story behind this lightning rod of college basketball. Featuring extensive access to Laettner, previously unseen footage and perspectives from all sides, this film will be a ""gloves-off"" examination of the man who has been seen by many as the ""Blue Devil Himself."" - Written by Anonymous",90,Documentary,,3/15/2015,10,6.7,2015,0,0
333346,tt4323536,0.00392,0,0,The Emperor's New Clothes,Russell Brand,,Michael Winterbottom,,,"Michael Winterbottom, celebrated director of 24 Hour Party People, The Road to Guantanamo, and The Trip, joins forces with actor, comedian, and provocateur Russell Brand for that most unlikely of documentary approaches: an uproarious critique of the world financial crisis. Building on Brandâ€™s emergence as an activist following his 2014 book Revolution, where he railed against â€œcorporate tyranny, ecological irresponsibility, and economic inequality,â€ The Emperorâ€™s New Clothes pairs archival footage with comedic send-ups conducted in the financial centers of London and New York. Brand spotlights not only how the crisis affected the working class around the world, but also how the uber-wealthy benefited from the downturn. With Winterbottom providing his signature ingenuity and pinpoint directorial control, they generate a riveting, boisterous, and, at times, cathartic riff on the extreme disparities between the haves and have nots in contemporary society.",107,Documentary,,4/24/2015,11,6.1,2015,0,0
157336,tt0816692,24.949134,165000000,621752480,Interstellar,Matthew McConaughey|Jessica Chastain|Anne Hathaway|Michael Caine|Casey Affleck,http://www.interstellarmovie.net/,Christopher Nolan,Mankind was born on Earth. It was never meant to die here.,saving the world|artificial intelligence|father-son relationship|single parent|nasa,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,169,Adventure|Drama|Science Fiction,Paramount Pictures|Legendary Pictures|Warner Bros.|Syncopy|Lynda Obst Productions,11/5/2014,6498,8,2014,151980023.4,572690645.1
118340,tt2015381,14.311205,170000000,773312399,Guardians of the Galaxy,Chris Pratt|Zoe Saldana|Dave Bautista|Vin Diesel|Bradley Cooper,http://marvel.com/guardians,James Gunn,All heroes start somewhere.,marvel comic|spaceship|space|scene during end credits|outer space,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",121,Action|Science Fiction|Adventure,Marvel Studios|Moving Picture Company (MPC)|Bulletproof Cupid|Revolution Sun Studios,7/30/2014,5612,7.9,2014,156585478.6,712291130.2
100402,tt1843866,12.971027,170000000,714766572,Captain America: The Winter Soldier,Chris Evans|Scarlett Johansson|Sebastian Stan|Samuel L. Jackson|Robert Redford,http://www.captainamericathewintersoldiermovie.com,Joe Russo|Anthony Russo,In heroes we trust.,washington d.c.|future|shield|marvel comic|comic,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemyâ€”the Winter Soldier.",136,Action|Adventure|Science Fiction,Marvel Studios,3/20/2014,3848,7.6,2014,156585478.6,658365092.9
245891,tt2911666,11.422751,20000000,78739897,John Wick,Keanu Reeves|Michael Nyqvist|Alfie Allen|Willem Dafoe|Dean Winters,http://www.johnwickthemovie.com/,Chad Stahelski|David Leitch,Don't set him off.,hitman|revenge|murder|gangster|dog,"After the sudden death of his beloved wife, John Wick receives one last gift from her, a beagle puppy named Daisy, and a note imploring him not to forget how to love. But John's mourning is interrupted when his 1969 Boss Mustang catches the eye of sadistic thug Iosef Tarasov who breaks into his house and steals it, beating John unconscious in the process. Unwittingly, he has just reawakened one of the most brutal assassins the underworld has ever known.",101,Action|Thriller,Thunder Road Pictures|Warner Bros.|87Eleven|DefyNite Films|MJW Films,10/22/2014,2712,7,2014,18421821.02,72526614.47
131631,tt1951265,10.739009,125000000,752100229,The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Donald Sutherland,http://www.thehungergames.movie/,Francis Lawrence,Fire burns brighter in the darkness,resistance|post-apocalyptic|dystopia|war|sequel,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,123,Science Fiction|Adventure|Thriller,Lionsgate|Color Force,11/18/2014,3590,6.6,2014,115136381.3,692752790.2
122917,tt2310332,10.174599,250000000,955119788,The Hobbit: The Battle of the Five Armies,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish,http://www.thehobbit.com/,Peter Jackson,Witness the defining chapter of the Middle-Earth saga,corruption|elves|dwarves|orcs|middle-earth (tolkien),"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",144,Adventure|Fantasy,WingNut Films|New Line Cinema|3Foot7|Metro-Goldwyn-Mayer (MGM),12/10/2014,3110,7.1,2014,230272762.7,879752289.1
177572,tt2245084,8.691294,165000000,652105443,Big Hero 6,Scott Adsit|Ryan Potter|Daniel Henney|T.J. Miller|Jamie Chung,http://movies.disney.com/big-hero-6,Don Hall|Chris Williams,From the creators of Wreck-it Ralph and Frozen,brother brother relationship|hero|talent|revenge|best friend,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",102,Adventure|Family|Animation|Action|Comedy,Walt Disney Pictures|Walt Disney Animation Studios,10/24/2014,4185,7.8,2014,151980023.4,600648487.7
205596,tt2084970,8.110711,14000000,233555708,The Imitation Game,Benedict Cumberbatch|Keira Knightley|Matthew Goode|Rory Kinnear|Allen Leech,http://theimitationgamemovie.com/,Morten Tyldum,The true enigma was the man who cracked the code.,gay|england|world war ii|mathematician|biography,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",113,History|Drama|Thriller|War,Black Bear Pictures|Bristol Automotive,11/14/2014,3478,8,2014,12895274.71,215126072.5
198663,tt1790864,7.137273,34000000,348319861,The Maze Runner,Dylan O'Brien|Ki Hong Lee|Kaya Scodelario|Aml Ameen|Blake Cooper,http://themazerunnermovie.com/,Wes Ball,Run - Remember - Survive,based on novel|maze|post-apocalyptic|dystopia|escape,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",113,Action|Mystery|Science Fiction|Thriller,Ingenious Media|Twentieth Century Fox Film Corporation|Gotham Group|Dayday Films|Temple Hill Entertainment,9/10/2014,3425,7,2014,31317095.73,320834306.8
194662,tt2562232,6.907148,18000000,103215094,Birdman,Michael Keaton|Zach Galifianakis|Edward Norton|Emma Stone|Naomi Watts,,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,or (The Unexpected Virtue of Ignorance),times square|superhero|long take|new york city|play,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",119,Drama|Comedy,Worldview Entertainment|New Regency Pictures|TSG Entertainment|Le Grisbi Productions|M Productions,10/17/2014,2801,7.3,2014,16579638.91,95070499.39
210577,tt2267998,6.438727,61000000,369330363,Gone Girl,Ben Affleck|Rosamund Pike|Carrie Coon|Neil Patrick Harris|Tyler Perry,http://www.gonegirlmovie.com/,David Fincher,You don't know what you've got 'til it's...,falsely accused person|based on novel|marriage crisis|disappearance|cheating husband,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",145,Mystery|Thriller|Drama,Twentieth Century Fox Film Corporation|Regency Enterprises|New Regency Pictures|Pacific Standard|TSG Entertainment,10/1/2014,3720,7.9,2014,56186554.1,340186892.1
228150,tt2713180,6.415818,68000000,211817906,Fury,Brad Pitt|Shia LaBeouf|Logan Lerman|Michael PeÃ±a|Jon Bernthal,,David Ayer,War never ends quietly.,world war ii|nazis|war|nazi germany|panzer,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",135,War|Drama|Action,Columbia Pictures|QED International|Crave Films|LStar Capital|Huayi Brothers Media,10/15/2014,2572,7.4,2014,62634191.45,195103577.6
181533,tt2692250,6.286692,127000000,349424282,Night at the Museum: Secret of the Tomb,Ben Stiller|Rami Malek|Rebel Wilson|Robin Williams|Owen Wilson,,Shawn Levy,One Final Night to Save the Day.,night watchman|museum|natural history|history|smithsonian,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",97,Adventure|Comedy|Fantasy|Family,Twentieth Century Fox Film Corporation|1492 Pictures|21 Laps Entertainment|Moving Picture Company (MPC)|TSG Entertainment,12/17/2014,1111,6.1,2014,116978563.4,321851579.1
157350,tt1840309,6.14502,85000000,288747895,Divergent,Shailene Woodley|Theo James|Kate Winslet|Miles Teller|Ray Stevenson,http://www.thedivergentseries.movie/#divergent,Neil Burger,What makes you different makes you dangerous.,based on novel|dystopia|youth|dystopic future|caste system,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",139,Action|Science Fiction|Thriller,Summit Entertainment|Red Wagon Entertainment,3/14/2014,3038,6.9,2014,78292739.32,265963102
127585,tt1877832,6.052479,250000000,746000000,X-Men: Days of Future Past,Hugh Jackman|James McAvoy|Patrick Stewart|Michael Fassbender|Ian McKellen,http://www.x-menmovies.com/,Bryan Singer,"To save the future, they must alter the past",1970s|mutant|time travel|marvel comic|based on comic book,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past â€“ to save our future.,131,Action|Adventure|Fantasy|Science Fiction,Twentieth Century Fox Film Corporation|Donners' Company|Marvel Entertainment|Bad Hat Harry Productions|TSG Entertainment,5/15/2014,4006,7.6,2014,230272762.7,687133923.9
240832,tt2872732,5.947136,40000000,463360063,Lucy,Scarlett Johansson|Morgan Freeman|Choi Min-sik|Amr Waked|Julian Rhind-Tutt,http://lucymovie.com/,Luc Besson,The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,artificial intelligence|intelligence|drug mule|futuristic|drug,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",89,Action|Science Fiction,Universal Pictures|TF1 Films Production|Canal+|EuropaCorp|CinÃ©+,7/14/2014,3699,6.3,2014,36843642.03,426796807.3
98566,tt1291150,5.787396,125000000,477200000,Teenage Mutant Ninja Turtles,Megan Fox|Will Arnett|William Fichtner|Alan Ritchson|Noel Fisher,http://www.teenagemutantninjaturtlesmovie.com,Jonathan Liebesman,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,martial arts|terrorist|subway|hero|mutation,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,101,Science Fiction|Action|Adventure|Fantasy|Comedy,Paramount Pictures|Nickelodeon Movies|Platinum Dunes,8/7/2014,1836,5.8,2014,115136381.3,439544649.4
225886,tt1956620,5.701683,40000000,126069509,Sex Tape,Cameron Diaz|Jason Segel|Rob Corddry|Ellie Kemper|Rob Lowe,,Jake Kasdan,A movie about a movie they don't want you to see.,marriage|internet|relationship|family|sex tape,"When Jay and Annie first got together, their romantic connection was intense â€“ but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide â€“ why not? â€“ to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea â€“ until they discover that their most private video is no longer private.  With their reputations on the line, they know theyâ€™re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",97,Comedy,Escape Artists|Media Rights Capital|Sony Pictures Entertainment (SPE)|LStar Capital,7/17/2014,1150,5.3,2014,36843642.03,116121496.5
242582,tt2872718,5.522641,8500000,38697217,Nightcrawler,Jake Gyllenhaal|Rene Russo|Riz Ahmed|Bill Paxton|Kevin Rahm,http://nightcrawlerfilm.com/,Dan Gilroy,The city shines brightest at night,journalism|underground|tv station|sociopath|home invasion,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",117,Crime|Drama|Thriller,Bold Films|Sierra / Affinity,10/23/2014,2087,7.6,2014,7829273.932,35643660.27
91314,tt2109248,4.983782,210000000,245500000,Transformers: Age of Extinction,Mark Wahlberg|Stanley Tucci|Nicola Peltz|Jack Reynor|Li Bingbing,http://www.transformersmovie.com,Michael Bay,This is not war. It's extinction.,sequel|alien|transformers|giant robot|robot,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",165,Science Fiction|Action|Adventure,Paramount Pictures|Amblin Entertainment|Di Bonaventura Pictures|Platinum Dunes|Hasbro,6/25/2014,2161,5.9,2014,193429120.7,226127853
120467,tt2278388,4.93082,30000000,174600318,The Grand Budapest Hotel,Ralph Fiennes|Tony Revolori|F. Murray Abraham|Mathieu Amalric|Adrien Brody,,Wes Anderson,A perfect holiday without leaving home.,hotel|painting|wartime|gunfight|theft,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protÃ©gÃ©. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",99,Comedy|Drama,Fox Searchlight Pictures|Scott Rudin Productions|Studio Babelsberg|Indian Paintbrush|TSG Entertainment,2/26/2014,2802,7.9,2014,27632731.52,160822790.4
244786,tt2582802,4.780419,3300000,13993093,Whiplash,Miles Teller|J.K. Simmons|Melissa Benoist|Austin Stowell|Jayson Blair,http://sonyclassics.com/whiplash/,Damien Chazelle,The road to greatness can take you to the edge.,jazz|obsession|conservatory|music teacher|new york city,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",105,Drama|Music,Bold Films|Blumhouse Productions|Right of Way Films,10/10/2014,2372,8.2,2014,3039600.468,12888912.73
119450,tt2103281,4.452507,170000000,708200000,Dawn of the Planet of the Apes,Andy Serkis|Jason Clarke|Toby Kebbell|Keri Russell|Judy Greer,,Matt Reeves,One last chance for peace.,leader|colony|post-apocalyptic|dystopia|sequel,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",130,Science Fiction|Action|Drama|Thriller,Ingenious Media|Chernin Entertainment|TSG Entertainment,6/26/2014,2625,7.4,2014,156585478.6,652316682.2
156022,tt0455944,4.145209,55000000,192330738,The Equalizer,Denzel Washington|Marton Csokas|ChloÃ« Grace Moretz|David Harbour|Haley Bennett,,Antoine Fuqua,What do you see when you look at me?,revenge|gangster|commando|faked death|black ops,"In The Equalizer, Denzel Washington plays McCall, a man who believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when McCall meets Teri (ChloÃ« Grace Moretz), a young girl under the control of ultra-violent Russian gangsters, he canâ€™t stand idly by â€“ he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",132,Thriller|Action|Crime,Columbia Pictures|Village Roadshow Pictures|Escape Artists|Mace Neufeld Productions|LStar Capital,9/24/2014,2100,7.2,2014,50660007.79,177154121.6
227159,tt2170439,4.105685,42000000,106645357,Horrible Bosses 2,Jason Bateman|Jason Sudeikis|Charlie Day|Jennifer Aniston|Kevin Spacey,,Sean Anders,New Crime. Same Tools.,prison|sequel|kidnapping|car chase|sex addict,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",108,Comedy,New Line Cinema|BenderSpink|RatPac Entertainment,11/26/2014,1033,6.1,2014,38685824.13,98230083.94
102382,tt1872181,4.101979,200000000,705717432,The Amazing Spider-Man 2,Andrew Garfield|Emma Stone|Jamie Foxx|Dane DeHaan|Colm Feore,http://www.theamazingspiderman.com,Marc Webb,No more secrets.,marvel comic|sequel|based on comic book|sony|3d,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwenâ€™s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",142,Action|Adventure|Fantasy,Columbia Pictures|Marvel Enterprises|Avi Arad Productions|Matt Tolmach Productions,4/16/2014,2813,6.6,2014,184218210.2,650030011
137113,tt1631867,3.990452,178000000,370541256,Edge of Tomorrow,Tom Cruise|Emily Blunt|Brendan Gleeson|Bill Paxton|Jonas Armstrong,http://www.edgeoftomorrowmovie.com/,Doug Liman,"Live, Die, Repeat",deja vu|time warp|dystopia|war|alien,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",113,Action|Science Fiction,Village Roadshow Pictures|Warner Bros.|Viz Media|Province of British Columbia Production Services Tax Credit|3 Arts Entertainment,5/27/2014,3267,7.7,2014,163954207,341302234.8
228967,tt2788710,3.989231,44000000,11305175,The Interview,James Franco|Seth Rogen|Lizzy Caplan|Randall Park|Diana Bang,,Evan Goldberg|Seth Rogen,The Film Hackers Tried To Get Banned,cia|coup d'etat|north korea|assassination attempt|evil dictator,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",112,Action|Comedy,Columbia TriStar,12/25/2014,1657,6.1,2014,40528006.23,10413095.52
190859,tt2179136,3.863074,58800000,542307423,American Sniper,Bradley Cooper|Sienna Miller|Kyle Gallner|Cole Konis|Ben Reed,http://www.americansnipermovie.com,Clint Eastwood,The most lethal sniper in U.S. history.,sniper|biography|iraq|navy seal|u.s. soldier,"U.S. Navy SEAL Chris Kyle takes his sole missionâ€”protect his comradesâ€”to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",134,War|Action,Village Roadshow Pictures|Malpaso Productions|Warner Bros.|RatPac-Dune Entertainment|Mad Chance Productions,12/11/2014,3004,7.5,2014,54160153.79,499514514.1
147441,tt1528100,3.81374,140000000,268031828,Exodus: Gods and Kings,Christian Bale|Joel Edgerton|John Turturro|Aaron Paul|Ben Mendelsohn,http://www.exodusgodsandkings.com/,Ridley Scott,"Once brothers, now enemies.",moses|bible|ancient egypt|3d|ramses,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",153,Adventure|Drama|Action,Scott Free Productions|Chernin Entertainment|Babieka|Volcano Films,12/3/2014,1377,5.6,2014,128952747.1,246881718.1
124905,tt0831387,3.689601,160000000,529076069,Godzilla,Aaron Taylor-Johnson|Ken Watanabe|Elizabeth Olsen|Bryan Cranston|Juliette Binoche,http://www.godzillamovie.com/,Gareth Edwards,A king's arrival is never silent.,monster|godzilla|remake|giant monster|gojira,"Fifteen years after an 'incident' at a Japanese nuclear power plant, physicist Joe Brody joins forces with his soldier son Ford to discover for themselves what really happened.  What they uncover is prelude to global-threatening devastation.  An epic rebirth to Toho's iconic Godzilla, this spectacular adventure pits the world's most famous monster against malevolent creatures who, bolstered by humanity's scientific arrogance, threaten our very existence.",123,Action|Science Fiction|Thriller,Toho Company|Legendary Pictures|Warner Bros.|Disruption Entertainment|RatPac-Dune Entertainment,5/14/2014,2169,6.2,2014,147374568.1,487327232.3
102651,tt1587310,3.582315,180000000,758410378,Maleficent,Angelina Jolie|Elle Fanning|Juno Temple|Sharlto Copley|Isobelle Molloy,http://movies.disney.com/maleficent,Robert Stromberg,Don't believe the fairy tale.,fairy tale|villain|sleeping beauty|dark fantasy|based on fairy tale,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal â€“ an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",97,Fantasy|Adventure|Action|Family|Romance,Walt Disney Pictures|Roth Films,5/28/2014,2928,7,2014,165796389.1,698565012
254904,tt2402157,3.573028,15000000,32556119,The November Man,Pierce Brosnan|Luke Bracey|Olga Kurylenko|Bill Smitrovich|Amila Terzimehic,http://thenovemberman.com/,Roger Donaldson,A Spy is Never Out of the Game,cia|retired|agent|month in title,An ex- CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,108,Crime|Action|Thriller,Irish Dreamtime|Relativity Media|SPD Films,8/27/2014,481,6,2014,13816365.76,29987149.86
242512,tt1204977,3.489314,5000000,102529779,Ouija,Olivia Cooke|Ana Coto|Daren Kagasoff|Bianca A. Santos|Douglas Smith,,Stiles White,Keep telling yourself it's just a game,death of a friend|ouija|ouija board|teenager|based on board game,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,89,Horror,Universal Pictures|Platinum Dunes|Media Rights Capital|Hasbro|Blumhouse Productions,10/24/2014,569,4.9,2014,4605455.254,94439261.87
82702,tt1646971,3.489106,145000000,609123048,How to Train Your Dragon 2,Jay Baruchel|Gerard Butler|Kristen Wiig|Jonah Hill|Cate Blanchett,http://www.howtotrainyourdragon.com/,Dean DeBlois,The training is over.,father-son relationship|wife husband relationship|sacrifice|viking|sequel,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",102,Fantasy|Action|Adventure|Animation|Comedy,DreamWorks Animation|Mad Hatter Entertainment,6/12/2014,2152,7.7,2014,133558202.4,561057788.3
270303,tt3235888,3.393741,2000000,13500000,It Follows,Maika Monroe|Keir Gilchrist|Olivia Luccardi|Lili Sepe|Bailey Spry,,David Robert Mitchell,"It doesn't think, it doesn't feel, it doesn't give up",friends|vision|school|young adult|followed,"For 19-year-old Jay, fall should be about school, boys and weekends out at the lake. But a seemingly innocent physical encounter turns sour and gives her the inescapable sense that someone, or something, is following her. Faced with this burden, Jay and her teenage friends must find a way to escape the horror that seems to be only a few steps behind.",100,Thriller|Horror,Northern Lights Films|Animal Kingdom|Two Flints,8/27/2014,1003,6.6,2014,1842182.102,12434729.19
138103,tt2333784,3.34625,90000000,206172544,The Expendables 3,Sylvester Stallone|Jason Statham|Harrison Ford|Arnold Schwarzenegger|Mel Gibson,http://theexpendables3film.com/,Patrick Hughes,New team. New attitude. New mission.,cia|arms dealer|sequel|rescue mission|hospital,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to killâ€¦ or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendablesâ€™ most personal battle yet.",127,Action|Adventure|Thriller,Davis-Films|Nu Image Films|LionsGate|Millennium Films|Ex3 Productions,8/4/2014,1275,6.2,2014,82898194.57,189903685.2
137106,tt1490017,3.327799,60000000,469160692,The Lego Movie,Will Arnett|Elizabeth Banks|Craig Berry|Alison Brie|David Burrows,http://www.thelegomovie.com,Phil Lord|Christopher Miller,The story of a nobody who saved everybody.,father-son relationship|creativity|friendship|part live action|toys,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together.",100,Adventure|Fantasy|Animation|Comedy|Action,Village Roadshow Pictures|DC Comics|Vertigo Entertainment|Lin Pictures|Warner Bros. Animation,2/6/2014,2268,7.5,2014,55265463.05,432139714.8
72784,tt1850397,3.280948,13000000,0,The Loft,Karl Urban|James Marsden|Wentworth Miller|Matthias Schoenaerts|Eric Stonestreet,,Erik Van Looy,The right place to do wrong.,male friendship|murder|suspense|love affair|apartment,"For five men, the opportunity to share a penthouse in the city -- in which to carry on extramarital affairs -- is a dream come true, until the dead body of an unknown woman turns up. Realizing that her killer must be one of their group, the men are gripped by paranoia as each one suspects another. Friendships are tested, loyalties are questioned, and marriages crumble while fear and suspicion run rampant.",108,Thriller,Dark Castle Entertainment|Anonymous Content|Open Road Films,10/14/2014,291,6.4,2014,11974183.66,0
