id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
307946,tt3640682,0.318459,0,0,I Smile Back,Sarah Silverman|Josh Charles|Thomas Sadoski|Mia Barron|Terry Kinney,,Adam Salky,"Love desperately, live recklessly.",,"Laney is an attractive, intelligent suburban wife and devoted mother of two adorable children. She has the perfect husband who plays basketball with the kids in the driveway, a pristine house, and a shiny SUV for carting the children to their next activity. However, just beneath the faÃ§ade lie depression and disillusionment that send her careening into a secret world of reckless compulsion. Only very real danger will force her to face the painful root of her destructiveness and its crumbling effect on those she loves.",85,Drama,Egoli Tossell Film|Koppelman/Levien,10/23/2015,25,5.7,2015,0,0
356905,tt3401748,0.315196,0,0,Oddball,Alan Tudyk|Sarah Snook|Coco Jack Gillies|Shane Jacobson|Deborah Mailman,,Stuart McDonald,Every underdog has his day.,,"The story of Allan ""Swampy"" Marsh and his Maremma dog Oddball. Swampy convinced local authorities to allow Oddball to protect a colony of Little Penguins on Middle Island from wild cats and dogs. Oddball succeeds in his campaign and becomes a front runner for Maremma dogs being used to protect other endangered Australian wildlife.",95,Family|Adventure,WTFN Entertainment|Kmunications,9/17/2015,15,6.1,2015,0,0
318279,tt2545428,0.314199,0,2334228,Meru,Conrad Anker|Grace Chin|Jimmy Chin|Amee Hinkley,http://www.merufilm.com/,Jimmy Chin|Elizabeth Chai Vasarhelyi,,himalaya|climbing|india|mountaineering|woman director,"Meru is the electrifying story of three elite American climbersâ€”Conrad Anker, Jimmy Chin, and Renan Ozturkâ€”bent on achieving the impossible.",89,Adventure|Documentary,,1/25/2015,42,6.9,2015,0,2147488.815
345637,tt4661600,0.422901,0,0,Sanjay's Super Team,,,Sanjay Patel,,,"Sanjay's Super Team follows the daydream of a young Indian boy, bored with his father's religious meditation, who imagines ""a kind of ancient, Hindu version of The Avengers, with the gods appearing like superheros.",7,Animation,Pixar Animation Studios,11/25/2015,47,6.9,2015,0,0
284286,tt3062976,0.307395,0,3447633,Learning to Drive,Patricia Clarkson|Ben Kingsley|Jake Weber|Sarita Choudhury|Grace Gummer,,Isabel Coixet,It's never too late to begin a new adventure.,woman director,"As her marriage dissolves, a Manhattan writer takes driving lessons from a Sikh instructor with marriage troubles of his own. In each other's company they find the courage to get back on the road and the strength to take the wheel.",105,Romance|Comedy|Drama,Broad Green Pictures|Lavender Pictures,8/6/2015,44,5.9,2015,0,3171820.964
340816,tt3703148,0.305916,0,0,Christmas Eve,Patrick Stewart|Cheryl Hines|Gary Cole|Jon Heder|James Roday,http://www.thestuckmovie.com/#menu,Mitch Davis,They'll be home for Christmas...if only in their dreams.,photographer|surgeon|orchestra|doctor|car accident,"Hilarity, romance, and transcendence prevail after a power outage traps six different groups of New Yorkers inside elevators on Christmas Eve.",95,Romance|Comedy,Unstuck,12/4/2015,11,5.8,2015,0,0
206197,tt1015471,0.302474,0,0,The Sisterhood of Night,Kara Hayward|Georgie Henley|Olivia DeJonge|Laura Fraser|Kal Penn,http://www.thesisterhoodofnight-movie.com/,Caryn Waechter,The Salem Witch Trials remixed.,witch|woman director,"When a teenage girl says she's the victim of a secret network called The Sisterhood of Night, a quiet suburban town becomes the backdrop for a modern-day Salem witch trial.",104,Mystery|Drama|Thriller,,4/10/2015,25,6.6,2015,0,0
331446,tt3899796,0.301343,0,0,Sharknado 3: Oh Hell No!,Ian Ziering|Tara Reid|Cassie Scerbo|Frankie Muniz|Ryan Newman,http://www.theasylum.cc/product.php?id=272,Anthony C. Ferrante,,florida|nasa|tornado|sequel|space,"The sharks take bite out of the East Coast when the sharknado hits Washington, D.C. and Orlando, Florida.",88,TV Movie|Horror|Science Fiction,The Asylum,7/22/2015,68,4.5,2015,0,0
351901,tt3957956,0.300128,0,0,12 Rounds 3: Lockdown,Jonathan Good|Roger R. Cross|Daniel Cudmore|Lochlyn Munro|Ty Olsson,,Stephen Reynolds,Twelve Rounds In the Clip. One Shot at Redemption.,cat and mouse|family|revenge drama,"Lockdown Follows a police officer who returns to duty after recovering from a gun shot wound to discover incriminating evidence of illegal activities against those closest to him. He quickly finds himself trapped inside his own precinct, hunted and in search of the truth, as the crooked cops stop at nothing to recover the evidence.",90,Action|Thriller,WWE Studios,9/11/2015,18,4.5,2015,0,0
357681,tt4973112,0.198522,0,0,Hitting the Apex,Brad Pitt|Valentino Rossi|Jorge Lorenzo|Casey Stoner|Dani Pedrosa,http://hittingtheapexfilm.com/,Mark Neale,,fighter|motos,"'Hitting the Apex' is the inside story of six fighters â€“ six of the fastest motorcycle racers of all time â€“ and of the fates that awaited them at the peak of the sport. Itâ€™s the story of what is at stake for all of them: all that can be won, and all that can be lost, when you go chasing glory at over two hundred miles an hour â€“ on a motorcycle.",138,Documentary,First Movie Companie,9/2/2015,14,8,2015,0,0
333657,tt3038734,0.299427,0,4444,Club Life,Jerry Ferrara|Jessica Szohr|Robert Davi|Jay R. Ferguson|Al Sapienza,,Fabrizio Conte,Tonight is everything.,new york|nightclub|party|manhattan new york city|promoter,"When Johnny D. is forced to take on his family's financial troubles, he turns to the Manhattan club scene to make some fast cash.  As he falls under the wing of a veteran nightlife promoter, Johnny quickly rises through the ranks - but soon finds that not everything behind the red rope is full of glitz and glamour.",90,Drama,Radar Pictures|2B Films,5/29/2015,12,6.3,2015,0,4088.478201
336845,tt4262142,0.298861,0,0,Cleveland Abduction,Taryn Manning|Raymond Cruz|Katie Sarife|Samantha Droke|Pam Grier,,Alex Kalymnios,Based on a true story.,based on true story|kidnapping|true crime|woman director|abduction,"A single mother becomes Ariel Castro's first kidnapping victim, and finds herself trapped in his home with two other women for 11 years.",88,Drama|Crime,Lifetime Network|Sony Pictures Television|Woodridge Productions,5/2/2015,33,6.3,2015,0,0
343795,tt4337690,0.298751,5000000,4842699,90 Minutes in Heaven,Kate Bosworth|Hayden Christensen|Hudson Meek|Bobby Batson|Elizabeth Hunter,,Michael Polish,Hope lives,hospital|church,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",121,Drama,Emmett/Furla Films|Giving Films,9/11/2015,24,5.7,2015,4599997.976,4455281.12
294562,tt4060576,0.298628,0,0,Lavalantula,Steve Guttenberg|Nia Peeples|Patrick Renna|Carlos Bernard|Michael Winslow,,Mike Mendez,Fire Burns... Lava Bites,monster|mutant|lava|volcano|los angeles,"Giant lava breathing tarantulas â€“ Lavalantulas â€“ erupt out of ancient volcanos in the Santa Monica Mountains, raining death and destruction upon Los Angeles. With the City of Angels on the verge of incineration, only a washed up â€˜90s action hero actor (Steve Guttenberg) stands in the way of this monstrous swarm of bloodthirsty creatures who burn their victims alive.",83,Horror|Science Fiction|TV Movie,Cinetel Films,8/8/2015,16,5.6,2015,0,0
306197,tt4145304,0.295946,0,0,Unexpected,Cobie Smulders|Gail Bean|Anders Holm|Elizabeth McGovern|Robyn Coffin,,Kris Swanberg,No one is ever really prepared.,woman director,An inner-city high school teacher discovers she is pregnant at the same time as one of her most promising students and the two develop an unlikely friendship while struggling to navigate their unexpected pregnancies.,90,Drama|Comedy,,7/24/2015,22,5.7,2015,0,0
297556,tt3878542,0.404363,3500000,0,Justice League: Throne of Atlantis,Sean Astin|Rosario Dawson|Nathan Fillion|Christopher Gorham|Matt Lanter,,Ethan Spaulding,Blood is thicker than water.,superhero team|super powers,"After the events of Justice League: War, Ocean Master and Black Manta have declared a war against the surface in retaliation of the aftermath of Apokoliptian-tyrant Darkseid's planetary invasion. Queen Atlanna seeks out her other son, Ocean Masterâ€™s half-brother Arthur Curry, a half-human with aquatic powers with no knowledge of his Atlantean heritage, to restore balance.  Living with powers he doesnâ€™t understand and seeing the danger around him, Curry takes steps to embrace his destiny, joining the Justice League, and with his new teammates he battles to save Earth from total destruction.",72,Science Fiction|Action|Animation|Adventure,DC Comics|Warner Bros. Feature Animation,1/27/2015,142,6.5,2015,3219998.583,0
354743,tt4116030,0.26501,0,0,Lady Chatterley's Lover,Richard Madden|Holliday Grainger|James Norton|Howard Ward|Elizabeth Rider,http://www.bbc.co.uk/programmes/b06b4jpw,Jed Mercurio,Love Knows No Boundaries,,An early-20th-century tale of love across class boundaries which tells the legendary and romantic story of Lady Chatterleyâ€™s affair with her gamekeeper. Jed Mercurioâ€™s adaptation of DH Lawrenceâ€™s classic.,89,Romance|Drama,Hartswood Films|Serena Cullen Productions,9/6/2015,15,6.3,2015,0,0
157422,tt1943014,0.292437,0,0,The Wicked Within,Sienna Guillory|Gianni Capaldi|Enzo Cilenti|Michele Hicks|Sonja Kinski,https://www.facebook.com/The-Wicked-Within-266290676718514/,Jay Alaimo,Every family has its demons. The truth will possess us all.,,"After a year passes since the sudden death of a child, a family gathering takes place whilst unexplainable events occur. Tension over peculiar circumstances cracks the veneer of cordiality and dark secrets emerge.",91,Horror,After Dark Films|High Five Films,10/16/2015,17,4.1,2015,0,0
316885,tt4180576,0.291244,0,0,Bridgend,Hannah Murray|Steven Waddington|Adrian Rawlins|Josh O'Connor|Patricia Potter,,Jeppe RÃ¸nde,,suicide|adolescence|based on true story|magic realism,"Over a 5-year period in Bridgend in Wales, 79 people, many of them teenagers, committed suicide without leaving any clue as to why. This is the starting point for this mysterious social drama.",95,Drama,Blenkov & SchÃ¸nnemann Pictures|Four Sons Pictures,1/22/2015,10,5.7,2015,0,0
228973,tt2944198,0.290424,0,0,Backcountry,Missy Peregrym|Jeff Roop|Eric Balfour|Nicholas Campbell,http://backcountryfilm.com/,Adam MacDonald,Survive.,camping|based on true story|woods|gore|survival,A couple on a deep-wilderness hike become hopelessly lost within an aggressive black bear's territory.,92,Drama|Horror|Thriller,TÃ©lÃ©film Canada|Fella Films|Northern Ontario Heritage Fund,3/20/2015,75,5.8,2015,0,0
323967,tt2016335,0.289526,700000,0,Walter,Andrew J. West|Justin Kirk|Virginia Madsen|William H. Macy|Milo Ventimiglia,,Anna Mastro,Heaven or hell. It's in his hands.,god|woman director,A ticket-taker at the local cinema believes he is the son of God. He has agreed to decide the eternal fate of everyone he comes in to contact with.,87,Drama|Comedy,,3/13/2015,12,5.2,2015,643999.7166,0
320048,tt3836512,0.288598,500000,0,Ratter,Ashley Benson|Matt McGorry|Michael William Freeman|Rebecca Naomi Jones|Alex Cranmer,,Branden Kramer,Someone who hacks personal devices to stalk their victims' lives.,,"Emma is a young and beautiful graduate student just starting a new life in New York City. Like most people her age, she is always connected - her phone and laptop are constant companions, documenting her most intimate moments. What she doesn't realize is that she's sharing her life with an uninvited and dangerous guest. A hacker is following Emmaâ€™s every move. When the voyeuristic thrill of watching her digitally isn't enough, the situation escalates to a dangerous and terrifying level.",80,Drama|Thriller|Horror,Start Motion Pictures,1/24/2015,57,5.2,2015,459999.7976,0
359305,tt4271918,0.309811,0,0,An Inspector Calls,David Thewlis|Miranda Richardson|Ken Stott|Sophie Rundle|Kyle Soller,http://www.dramarepublic.com/productions/an-inspector-calls/,Aisling Walsh,,woman director,A mysterious Inspector investigates the wealthy Birling family and their dinner guests following the suicide of a young woman.,86,Drama|Thriller|Mystery,BBC,9/13/2015,16,7.8,2015,0,0
329004,tt2580382,0.286266,0,0,The Survivalist,Mia Goth|Martin McCann|Olwen FouÃ©rÃ©|Barry Ward|Andrew Simpson,,Stephen Fingleton,,male nudity|female nudity|sex|nudity|post-apocalyptic,"In a time of starvation, a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm, he finds his existence threatened.",104,Drama|Science Fiction|Thriller,"K5 International|British Film Institute (BFI)|Northern Ireland Screen|The Fyzz Facility|Fyzz Facility Film One, The",4/15/2015,44,6.4,2015,0,0
362180,tt3557406,0.28337,0,0,Don't Grow Up,Fergus Riordan|Madeleine Kelly|McKell David|Darren Evans|Natifa Mai,,Thierry Poiraud,or you will die!,,The story about a group of youths who can't face the thought of growing up because anyone who does becomes a rampaging zombie.,81,Horror,Arcadia Motion Pictures|Noodles Production|CoproducciÃ³n Francia-EspaÃ±a; Inti Entertainment,3/11/2015,15,3.9,2015,0,0
343284,tt3602128,0.283194,2000000,0,Night Of The Living Deb,Maria Thayer|Chris Marquette|Ray Wise|Michael Cassidy|Syd Wilder,,Kyle Rankin,,,After a one night stand Deb wakes up in the middle of a zombie apocalypse.,85,Comedy|Horror,,8/29/2015,13,5.7,2015,1839999.19,0
243752,tt2998406,0.282237,0,0,No Stranger Than Love,Alison Brie|Colin Hanks|Justin Chatwin|Dylan Everett|Jayne Eastwood,http://nostrangerthanlove.com,Nick Wernham,Looking for love in all the wrong places,,"Alison Brie portrays a high school art teacher in the small town. She is about to begin an affair with the married high school football coach, played by Colin Hanks, who disappears down a an inter-dimensional hole that opens up in her living room floor.",89,Romance|Comedy,Wernham Entertainment|Pangaea Pictures,4/30/2015,13,4.1,2015,0,0
